nama_fakultas,id_prodi,nama_prodi,judul,penulis,pembimbing_pertama,pembimbing_kedua,abstrak,abstrak_inggris
Ilmu Pendidikan,18,Pgsd,Tidak ada jurnal,,,,,
Ilmu Pendidikan,27,Pendidikan Bhs Dan Sastra Indonesia,Tidak ada jurnal,,,,,
Ilmu Pendidikan,28,Pendidikan Informatika,Tidak ada jurnal,,,,,
Ilmu Pendidikan,29,Pendidikan Ipa,Tidak ada jurnal,,,,,
Ilmu Pendidikan,30,Pgpaud,"Agresi Fisik Anak Usia Dini di Taman Kanak-Kanak (Studi Deskriptif  pada Anak Usia 5-6
Tahun di TK Se- Kecamatan Kamal Kabupaten Bangkalan Madura.",Srimurti,"Dewi Mayangsari, S.Psi., M.Psi","Titin Faridatun Nisa’ S.Pd., M.Pd.","Perilaku agresi adalah ungkapan perasaan marah atau tindakan kasar akibat kekecewaan atau kegagalan dalam pencapaian pemuasan atau tujuan yang dapat diarahkan kepada orang atau benda. Perilaku agresi dibedakan menjadi tiga yaitu agresi fisik, agresi verbal dan agresi pasif, namun penelitian ini hanya memfokuskan pada agresi secara fisik, yaitu perilaku yang dimaksudkan untuk menyakiti seseorang secara fisik seperti memukul dan menendang. Tujuan penelitian ini untuk menjabarkan bentuk dan penyebab agresi fisik pada anak usia 5-6 tahun. Subyek dalam penelitian ini yaitu anak TK B yang berusia 5-6 tahun di TK Pratiwi Desa Banyuajuh dan TK Nurul Hidayah Desa Tajungan, Kecamatan Kamal, Kabupaten Bangkalan Madura. Subyek terdiri dari dua anak satu berjenis kelamin laki-laki dan satu lagi berjenis kelamin perempuan. Penelitian ini menggunakan pendekatan kualitatif dengan metode deskriptif. Teknik pengumpulan data menggunakan teknik observasi, wawancara dan dokumentasi. Penelitian ini menggunakan prosedur analisis data Miles dan Huberman. Hasil analisis data menjelaskan bahwa bentuk agresi fisik yang paling dominan pada kedua subyek adalah menahan orang lain secara fisik sedangkan penyebab agresi fisik yang paling dominan pada kedua subyek adalah dominannya tujuan yang menguntungkan dirinya sendiri. Kunci : Perilaku Agresi, Agresi Fisik, dan Anak Usia 5-6 Tahun.","This study aims to describe the physical aggression of children aged 5-6 years, forms and causal factors about the behavior of aggression physically. The reason of this research is done because the school has not found the best way to reduce aggression behavior, causing some parties feel disadvantages such as parents/guardians, teachers, and friends of the children at school. Children feel less secure at school for fear of being targeted by the aggression. Subjects in this study are children of Kindergarten B aged 5-6 years in Pratiwi Kindergarten of Banyuajuh Village and Nurul Hidayah Kindergarten of Tajungan Village, Kamal Sub District, Bangkalan Regency Madura. The subjects consist of two children, one male and one female. This study uses qualitative approach with descriptive method. Technique of collecting data uses observation, interview, and documentation techniques. This study uses data analysis procedures of Miles and Huberman. The results of the data analysis explain that the most dominant form of physical aggression on both subjects is to hold others physically while the most dominant cause of physical aggression on both subjects is the dominance of the goals that benefit themselves. Keywords: Aggression Behavior, Physical Aggression, and Children Aged 5-6 Years."
Ilmu Pendidikan,30,Pgpaud,"Pengaruh Metode Pemberian Tugas Terhadap Kreativitas Anak
Kelompok B TK TK ABA 09 Socah",Miftakhul Jannah,"Dewi Mayangsari S.Psi., M.Psi","Siti Fadryana Fitroh, S.Psi., MA","Tujuan penelitian ini adalah untuk mengetahui pengaruh metode pemberian tugas terhadap kreativitas anak kelompok B TK ABA 09 Socah. Penelitian ini merupakan penelitian kuantitatif. Metode penelitian ini berupa pre eksperimental dengan desain one-group pre-test post-test. Populasi dalam penelitian ini adalah kelompok B TK ABA 09 Socah dengan menggunakan teknik sampel jenuh. Berdasarkan teknik tersebut, maka semua populasi dijadikan sampel karena jumlah populasi kurang dari 30 anak. Teknik pengumpulan data menggunakan observasi dan dokumentasi, yaitu saat kegiatan pretest dan posstest. Validitas yang digunakan adalah validasi kontruk melalui pendapat ahli (judgment experts) yang menunjukkan instrumen yang digunakan valid. Uji reliabilitas menggunakan internal consistenscy yaitu dengan observasi. Sebelum dilakukan analisis data, terlebih dahulu dilakukan uji normalitas menggunakan uji Liliefors. Hasil perhitungan dari uji normalitas diketahui pretest (0.3936 > 0.1950) dan posstest (0.4168 > 0.1950). dapat diketahui dari hasil nilai pretest dan posstest bahwa nilai perhitungan dengan menggunakan uji normalitas menggunakan Liliefors data yang diperoleh merupakan data yang tidak berdistribusi normal. Berdasarkan hasil normalitas tersebut, maka teknik analisis data yang digunakan yaitu dengan menggunakan uji bertanda Wilcoxon, diketahui bahwa nilai T viii hitung < T atau (0 < 52). Hasil tersebut menunjukkan nilai T tabel lebih besar dari pada T , maka disimpulkan bahwa terdapat pengaruh metode pemberian tugas terhadap kreativitas anak kelompok B TK ABA 09 Socah. Kata Kunci : Metode Pemberian Tugas, Kreativitas, Anak Usia Dini","The purpose of this research is to discover the influence of assignment method to the children in B group kindergarten’s creativity ABA 09 Socah. This research using quantitative method. The method is kind of pre experiment with one-group pre-test post-test design. The population in this research is B group kindergarten ABA 09 Socah by using sample saturated method. Depend on that, so the population sheaf become one because it found less than 30 kids. The progress of data collection using technique of observation and documentation such as in pretest and posttest activity. Validity which used is construct through judgment expert who stated the valid instrument. Reliability test using internal consistency with observation. Before collect the data, first doing the normality test by using the Liliefors test. The results of normality test are known to be pretest (0.3936> 0.1950) and posttest (0.4168> 0.1950) can be known from the results of pretest and posttest value that the number of calculation with normality test by using Liliefors data which is not normally distributed. Based on the results of normality, the data analysis technique used using Wilcoxon test and has been known that the score of T or (0 <52). The result shows that T table is bigger than T score, so its concluded there are the influence of assignment method to creativity of B group of kindergarten ABA 09 Socah. Keywords: Assignment Method, Creativity, Early Childhood"
Ilmu Pendidikan,30,Pgpaud,"Pengaruh Permainan Tradisional Engklek Terhadap Perkembangan Kognitif Anak
Usia 5-6 Tahun Di Tk Tarbiyatul Athfal Desa Jaddih Kecamatan Socah Kabupaten
Bangkalan Tahun Ajaran
2017/2018",Dwi Ana Pertiwi,"Siti Fadjryana Fitroh S.Psi., MA","Dewi Mayangsari S.Psi., M.psi","ABSTRAK Penelitian ini bertujuan untuk mengetahui pengaruh permainan tradisional engklek terhadap perkembangan kognitif anak usia 5-6 tahun di TK Tarbiyatul Athfal Desa Jaddih Kecamatan Socah Kabupaten Bangkalan. Permainan mampu meningkatkan afiliasi dengan teman sebaya, mengurangi tekanan, dan meningkatkan perkembangan kognitif. Permainan tradisional engklek digunakan untuk menstimulus perkembangan kognitif dalam menyebutkan lambang bilangan 1-20 dan mencocokkan bilangan dengan lambang bilangan. Penelitian ini menggunakan metode kuantitatif dengan pendekatan Pre-eksperimental Desain jenis one group pretest-posttest. Subyek dalam penelitian ini adalah anak didik dengan rentang usia 5-6 tahun di TK Tarbiyatul Athfal dengan jumlah 11 anak. Peneliti menggunakan teknik pengumpulan data observasi partisipan dan dokumentasi berupa foto-foto kegiatan dan rencana pelaksanaan pembelajaran harian. Peneliti menggunakan teknik analisis data statistik parametris berupa uji-t dengan data hasil penilaian pretest dan posttest. Hasil penelitian ini diperoleh pada saat pretest terdapat 2 anak dengan nilai belum berkembang dan 9 anak mulai berkembang. Penilaian posttest setelah melakukan treatment dengan menggunakan permainan tradisional engklek didapatkan 2 anak mulai berkembang, 5 anak berkembang sesuai harapan, dan 4 anak berkembang sangat baik. Hasil perhitungan dengan menggunakan uji-t diperoleh nilai yaitu -5,83 dan nilai 2,086 maka -2,086>-5,83 dan diterima. Berdaraskan analisis tersebut menunjukkan terdapat pengaruh yang signifikan antara permainan tradisional engklek terhadap perkembangan kognitif. Kata Kunci : Permainan Tradisional Engklek, Perkembangan Kognitif, Anak Usia 5-6 Tahun.","ABSTRACT This study aims to determine the effect of traditional games on children cognitive development aged 5-6 years in TK Tarbiyatul Athfal Jaddih, Socah District Bangkalan rege. The game is able to increase affiliation with peers, reduce stress, and improve cognitive development. This game has been proved to increase affiliation with peers, reduce the pressure, and improve children cognitive development. This “englek” traditional games is utilized to stimulate cognitive development in the naming of numbers 1-20 and match numbers with symbols of numbers. This research employed quantitative method with Pre-experimental approach in the form of one group pretestposttest. Subjects in this study were 11 students aged 5-6 years in kindergarten Tarbiyatul Athfal. The data collection was carried out by conducting observation and documentation in the form images of the activities and daily lesson plan. Data analysis was executed by conducting statistical analysis technique of parametris in the form of t-test with data gathered from the result of pretest and posttest. The results obtained at the pretest, there were 2 children have low score and 9 children have been successfully on middle score. The Posttest was carried after giving treatment using “englek” traditional game found 2 children started to grow, 5 children developed as expected, and 4 children developed very well. The result of t-test showed that the value t count is -5,83 and t table 2,086, then -2,086> -5,83 so that Ha was accepted. This finding shows that there is a significant effect of ""englek"" traditional game on children cognitive development aged 5-6 years in TK tarbiyatul athfal jaddih, Socah District Bangkalan Regency. Keywords: Traditional Games, Cognitive Development, Children Aged 5-6 Years."
Ilmu Pendidikan,30,Pgpaud,Pengaruh Metode Bermain Peran Tehadap Percaya Diri Anak Kelompok A Di TK Tarbiyatus Shibyan Kamal Bangkalan Madura,Novallia Wanda Qurrota ‘Akyun,"Dewi Mayangsari, S.Psi, M. Psi","Dwi Nurhayati Adhani, S.Psi, M. Psi.","Tujuan dari penelitian ini untuk mengetahui pengaruh metode bermain peran terhadap percaya diri anak kelompok A. Metode bermain peran adalah kegiatan yang berfokus pada kegiatan dramatisasi, tempat anak-anak bermain untuk memerankan tugas-tugas anggota keluarga, tata cara dan kebiasaan dalam keluarga. Metode bermain peran terbagi menjadi dua jenis yaitu metode bermain peran mikro dan metode bermain peran makro, namun penelitian ini hanya memfokukan pada metode bermain peran makro yang digunakan untuk menstimulus percaya diri anak. Penelitian ini menggunakan pendekatan kuantitatif dengan menggunakan metode eksperimen dengan desain penelitian Pre-eksperimental Design (nondesigns) jenis one-group pre-tes post-test. Subjek penelitian ini merupakan anak kelompok A di TK Tarbiyatus Shibyan Kamal Bangkalan Madura yang terdiri dari 16 anak. Teknik pengumpulan data melalui observasi dan dokumentasi. Dengan menggunakan analisis data uji jenjang bertanda Wilcoxon. Hasil analisis data diperoleh nilai Thitung yaitu 0 dan nilai Ttabel 30 maka 0 < 30 dan Ha diterima. Analisis data tersebut menunjukkan terdapat pengaruh yang signifikan antara metode bermain peran makro terhadap percaya diri anak. Kata Kunci : Metode bermain peran, Percaya diri anak, Anak kelompok A.","This study is aim to know the influence of role play method for children’s confident in A group. Role play method is activity that focus in dramatize, a media for children to do their family’s duties, manner and custom as a family member. Their use house and kitchen set in their environment. Role play method is divided into two groups; Micro and Macro. The limitation of this study is only Macro focus on children’s stimulate. This study uses Quantitative method and pre-experimental design (nondesigns) in one-grop pre-test post-test. Subject of this study is A group of TK Tarbiyatus shibyan that consist of 16 students Kamal Bangkalan Madura. The method to collect the data is observation and documentation which uses Wilcoxon analysis. The results of this study are Tcount is 0 and value of Ttabel 30 so that 0<30 Ha acceptance. It is present the significant influence in Macro role play method for children’s confident. Keywords : Role play method, Children’s confident, A group of TK Tarbiyatus Shibyan."
Ilmu Pendidikan,30,Pgpaud,Pengaruh Metode Bermain Berbasis Media Play Dough Terhadap Kemampuan Berhitung Kemampuan Anak Kelompok A di TK PGRI 3 Kamal Bangkalan,fais ferda dwipantara,"Dwi Nurhayati Adahi, S.Psi, M.Psi","Dewi Mayang Sari, S.Psi, M.Psi","Abstrak Penelitian kuantitatif ini bertujuan untuk mengkaji ada atau tidaknya pengaruh metode bermain berbasis media playdough terhadap kemampuan berhitung anak kelompok A di TK PGRI 3 Kamal Bangkalan. Penelitian ini menggunakan pendekatan kuantitatif dengan menggunakan metode eksperimen dengan desain penelitian Pre-eksperimental Desain jenis one-group pretest posttest. Subjek penelitian ini merupakan anak kelompok A TK PGRI 3 Kamal sebanyak 11 anak. Teknik pengumpulan data melalui observasi partisipan dan dokumentasi berupa foto-foto kegiatan dan rencana pelaksanaan pembelajaran harian. Pengolahan data menggunakan analisis data uji jenjang wilcoxon. Hasil analisis data diperoleh nilai Thitung yaitu 0 dan nilai Ttabel 11 maka 0 < 11 dan Ha diterima. Berdasarkan analisis data tersebut menunjukkan terdapat pengaruh yang signifikan antara metode bermain berbasis media playdough terhadap kemampuan berhitung anak kelompok A di TK PGRI 3 Kamal Bangkalan. Kata Kunci :Metode bermain, media playdough, kemampuan berhitung","Abstract This quantitative research aims to examine whether or not the influence of playdough media-based play methods on the ability of counting group A children in kindergarten PGRI 3 Kamal Bangkalan. This research uses quantitative approach by using experimental method with Pre-experimental design research Design type one-group pretest posttest. The subject of this study is a group of A TK PGRI 3 Kamal as many as 11 children. Techniques of collecting data through participant observation and documentation in the form of photos of activities and plans of daily learning. Data processing use data analysis wilcoxon level test. The result of data analysis obtained by value of Thitung is 0 and value of Ttabel 11 then 0 <11 and Ha accepted. Based on the data analysis shows there is a significant influence between playdough media play methods on the ability of counting group A children in kindergarten PGRI 3 Kamal Bangkalan. Keywords: play method, playdough media, numeracy skills"
Ilmu Pendidikan,30,Pgpaud,"PENGARUH METODE GERAK DAN LAGU TERHADAP KEMAMPUAN INTERAKSI SOSIAL
DENGAN TEMAN SEBAYA PADA ANAK KELOMPOK A2
DI TK NEGERI PEMBINA KOTA BANGKALAN",Khoirur Rohmatin,"Dwi Nurhayati Adhani, S.Psi., M.Psi","Titin Faridatun Nisa’, S.Pd., M.Pd","Tujuan penelitian ini adalah untuk mengetahui pengaruh metode gerak dan lagu terhadap kemampuan interaksi sosial dengan teman sebaya pada anak kelompok A2. Penelitian ini dilaksanakan di TK Negeri Pembina Kota Bangkalan. Metode penelitian ini menggunakan metode kuantitatif dengan pendekatan Pre-Eksperimental Design dengan jenis desain One-Group Pretest-Posttest Design. Teknik pengumpulan data menggunakan observasi, wawancara, dan dokumentasi. Teknik analisis data yang digunakan adalah analisis regresi dengan menggunakan uji-t (sampel paired test). Hasil dari pretes menunjukkan bahwa terdapat 4 anak yang tergolong belum berkembang (BB), dan terdapat 11 anak yang tergolong mulai berkembang (MB). Sedangkan hasil dari posttest terdapat 6 anak yang tergolong berkembang sesuai harapan (BSH), dan 9 anak yang tergolong berkembang sangat baik (BSB). Hal tersebut, dapat dilihat bahwa ada perbedaan hasil Pretest dan Posttest setelah guru melakukan perlakuan dengan menggunakan metode gerak dan lagu terhadap kemampuan interaksi sosial dengan teman sebaya pada anak kelompok A2 di TK Negeri Pembina Kota Bangkalan. Berdasarkan perhitungan didapat nilai r sebesar 0,98 sehingga besar pengaruhnya metode gerak dan lagu terhadap kemampuan interaksi sosial dengan teman sebaya sebesar 96% (sangat kuat). Terbukti pada pengujian uji-t (sampel paired test) diperoleh nilai thitung ? ttabel dengan nilai 5,820 ? 2,048, maka H0 ditolak sehingga Ha diterima yaitu terdapat pengaruh yang signifikan antara metode gerak dan lagu terhadap kemampuan interaksi sosial dengan teman sebaya pada anak kelompok A2 di TK Negeri Pembina Kota Bangkalan.","Purpose of this research was to discover the influence of movement and music method on capability of peer social interaction toward children group A2. This research was conducted at Pembina State Kindergarten in Bangkalan. Quantitative research was held by using Pre-Experimental Design with the type of One Group Pretest- Posttest Design. The data was collected by conducting observation, interview and documentation. Technique of analysis used in this research was regression analysis by examining Uji-t (sample paired test). The results of pretest showed that there were 4 children classified as undeveloped (BB), and there were 11 children classified as developing (MB). While the result of posttest showed that there were 6 children who were classified developing merit to expectation (BHS), and 9 children who were classified developing impressively (BSB). Considering this situation, it could be seen that there were different results between Pretest and Posttest exactly after teacher gave different treatments by using movement and music method on capability of peer social interaction toward group children A2 at Pembina State Kindergarten in Bangkalan. According to equation, value of r obtained 0,98 which denoted there was a huge influence of the method being tested on capability of peer social interaction around 96% (totally strong). It was proven by examining Uji-t (sample paired test) was obtained value of 5,820 ? 2,048, therefore H0 was rejected and Ha was accepted in condition that there was a significant influence between movement and music method on capability of peer social interaction toward group children A2 at Pembina State Kindergarten in Bangkalan."
Ilmu Pendidikan,30,Pgpaud,Pengaruh Metode Bermain Peran Makro Terhadap Kemampuan Berpikir Simbolik Anak Kelompok B TK Seruni Perumnas Kamal,Salsabila Arum Zahwa,"Titin Faridatun Nisa’, S.Pd, M.Pd.,","Yulias Wulani Fajar, M.Pd.","Tujuan dari penelitian ini untuk mengetahui pengaruh metode bermain peran makro terhadap kemampuan berpikir simbolik anak kelompok B TK Seruni Perumnas Kamal. Berpikir simbolik merupakan kemampuan dalam menggunakan simbol-simbol seperti angka, huruf dan gambar. Berpikir simbolik yang diteliti yaitu dengan metode bermain peran makro untuk menstimulus anak dalam kemampuan menggunakan simbol-simbol. Penelitian ini menggunakan pendekatan kuantitatif dengan menggunakan metode eksperimen dengan desain penelitian Pre-eksperimental Desain jenis one-group pretest posttest. Subjek penelitian ini merupakan anak kelompok B TK Seruni Perumnas Kamal sebanyak 13 anak. Teknik pengumpulan data melalui observasi dan dokumentasi. Teknik analisis data menggunakan uji jenjang wilcoxon. Hasil analisis data diperoleh nilai Thitung yaitu 0 dan nilai Ttabel 17 maka 0 < 17 sehingga Ha diterima. Berdasarkan analisis data tersebut menunjukkan terdapat pengaruh yang signifikan antara metode bermain peran makro terhadap kemampuan berpikir simbolik anak kelompok B TK Seruni Perumnas Kamal. Kata Kunci : Metode bermain peran makro, berpikir simbolik, anak usia dini.","This research aims to investigate the influence of macro role playing method on the children’s symbolic thinking ability at group B, TK Seruni Perumnas Kamal. Symbolic thinking is the ability to use symbols such as numbers, letters and images. This study was focused on examining macro role playing method to stimulate the children on the ability of using symbols. This research utilized quantitative approach by using experimental method with Pre-experimental research design in form of one-group pretest posttest. The subject of this study are 13 children at group B, TK Seruni Perumnas Kamal. Data were collected through observation and documentation. Then, data were analyzed by using wilcoxon level test. The result of data analysis was revealed that t count value is 0 and T table value 17, as 0 <17, then Ha was accepted. Based on the data analysis, it shows there is a significant influence on macro role playing method on the children’s symbolic thinking ability at group B, TK Seruni Perumnas Kamal Keywords : Method of playing the role of macro, symbolic thinking, Early Childhood."
Ilmu Pendidikan,30,Pgpaud,Pengaruh Metode Bercerita Melalui Pemutaran Video Animasi Terhadap Kemampuan Mengungkapkan Bahasa Anak Usia 5-6 Tahun Di TK Raudhtaul Ulum Bangkalan,Husnul Hayrun Anisa,"M. Busyro Karim, S.Ag., M.Si","Dwi Nurhayati Adhani, M.Psi.Psi","Tujuan dari penelitian ini untuk mengetahui pengaruh metode bercerita melalui pemutaran video animasi terhadap kemampuan mengungkapkan bahasa anak usia 5-6 tahun kelompok B TK Raudhatul Ulum Bangkalan. Media pembelajaran adalah segala sesuatu yang digunakan guru untuk memper mudah dalam penyampaian materi pembelajaran. Media pembelajaran yang diteliti yaitu media pemutaran video animasi yang digunakan untuk menstimulus kemampuan mengungkapkan bahasa anak khususnya dalam aspek berbahasa pada kegiatan metode bercerita. Penelitian ini menggunakan pendekatan kuantitatif dengan menggunakan metode eksperimen dengan desain penelitian Pre-eksperimental Desain jenis one-group pre-tes post-test. Subjek penelitian anak kelompok B TK Raudhatul Ulum Bangkalan sebanyak 19 anak. Teknik pengumpulan data melalui observasi partisipan dan dokumentasi berupa foto-foto kegiatan, video dan rencana pelaksanaan pembelajaran harian (RPPH). Pengolahan data menggunakan analisis data uji-t. Hasil analisis data diperoleh nilai Thitung yaitu -2,811 dan nilai -Ttabel 2,450 maka -2,450>-2,811 dan Ha diterima. Berdasarkan analisis data tersebut menunjukkan terdapat pengaruh yang signifikan metode bercerita melalui pemutaran video animasi terhadap kemampuan mengungkapkan bahasa anak usia 5-6 tahun. Kata Kunci :Metode Bercerita, Video Animasi, Mengungkapkan Bahasa , Anak Usia Dini","This research aims to know the effect of storytelling method through animated video playback on the ability to express the language of children aged 5-6 years at group B TK Raudhatul Ulum Bangkalan. Learning media is everything that teachers utilize to simplify the delivery of learning materials. Learning media on this study is the animated video playback used to stimulate the ability to express speech, especially in the language aspects on the activities of story telling methods. This research uses quantitative approach by using experimental method with Pre-experimental design research in the form of one-group pre-test post-test. The subject were 19 children at group B in TK Raudhatul Ulum Bangkalan. Data collection was gathered through participant observation and documentation in the form of photos of activities, videos and lesson plans. Data was analyzed by employing t-test data analysis. The results revealed that the value of t count that is 2.811 and t table is 2,450 then -2,450> -2,811, as the consequence Ha was accepted. Based on the data analysis, it shows that there is a significant influence of storytelling methods through animated video playback on the ability to express the language of children aged 5-6 years at group B TK Raudhatul Ulum Bangkalan. Keywords : Storytelling methods, Video Animation, Express Language, Early Childhood"
Ilmu Pendidikan,30,Pgpaud,Pengaruh Metode Proyek Terhadap Kemandirian Anak Kelompok B di RA Bakti Telang,Eri Erviana,"Siti Fadjryana M.Psi., M.A","Dwi Nurhayati Adhani M.Psi, Psi.","ABSTRAK Tujuan penelitian ini adalah untuk melihat pengaruh metode proyek terhadap kemandirian anak kelompok B di RA Bakti Telang. Penelitian ini menggunakan pendekatan kuantitatif dengan menggunakan metode eksperimen dengan desain Pre-Eksperimental, jenis One-Group Pre-test Post-test. Subjek dalam penelitian ini merupakan anak kelompok B di RA Bakti Telang, dengan jumlah siswa 20 anak. Adapun teknik pengumpulan data dalam penelitian ini adalah dengan menggunakan observasi dan dokumentasi. Peneliti menggunakan analisis data dengan menggunakan uji t (T-test). Hasil analisis data diperoleh nilai r sebesar 0,96, t_tabel > t_hitung yaitu -1,60 > -5,69, maka Ha diterima pada taraf signifikansi 5%. Sehingga berdasarkan analisis data tersebut menunjukkan bahwa terdapat pengaruh yang signifikan antara metode proyek terhadap kemandirian anak kelompok B di RA Bakti Telang. Kata kunci : Metode Proyek, Kemandirian, Pendidikan Anak Usia Dini","ABSTRACT The purpose of this study is to reveal the influence of Project Method Toward Independence of Early Childhood at RA Bakti Telang. This research uses quantitative approach by using experiment method; the reseach design uses Pre-Experimental, wich includes pre-test and post-test. Subject of this reseach is a student of Bakti Telang kindergarten, about 20 student around 5-6 years. Data collecting technique through the observasion and documentation by using t data experiment analysis (T-Test). The resul of data analysis is acquired value r =0,96, t_tabel = -1,60 and t_hitung = -5,69, thus Ha is accepted on standard significance 5%. The conclution is there a significance between project method toward Independence of Early Childhood at RA Bakti Telang. Key word : Project Method, Independence, Early Childhood Education."
Ilmu Pendidikan,30,Pgpaud,Pengaruh Kegiatan Entrepreneur Terhadap Perilaku Prososial Anak Pada Kelompok B,Nur Asri Yuliana,"Titin Faridatun Nisa’, S.Pd., M.Pd","Siti Fadjryana Fitroh, S.Psi., M.A.","Tujuan dari penelitian ini untuk mengetahui pengaruh kegiaan entrepreneur terhadap perilaku prososial anak pada kelompok B. Perilaku prososial adalah suatu bentuk perilaku yang memiliki konsekuensi sosial yang positif. Perilaku prososial yang diteliti yaitu dengan kegiatan entrepreneur untuk menstimulus bagaimana anak mampu dalam bersikap sopan dan tatakrama dengan baik dilingkungan sekitarnya. Penelitian ini menggunakan pendekatan kuantitatif dengan menggunakan metode eksperimen dengan desain penelitian Pre-eksperimental Desain jenis one-group pre-tes post-test. Subjek penelitian ini merupakan anak kelompok B di TK Qurrota A’yun Marengan Sumenep sebanyak 25 anak. Teknik pengumpulan data melalui observasi dan dokumentasi. Teknik analisis data menggunakan analisis Wilcoxon. Hasil analisis data diperoleh nilai Thitung yaitu 0 dan nilai Ttabel 89 maka 0 <89 dan Ha diterima. Berdasarkan analisis data tersebut menunjukkan terdapat pengaruh yang signifikan antara pengaruh kegiatan entrepreneur terhadap perilaku prososial anak pada kelompok B. Kata Kunci : Perilaku Prososial, Entrepreneur, Anak Usia Dini.","The purpose of this study to determine the effect of entrepreneur activity on the behavior of prosocial children in group B. Prosocial behavior is a form of behavior that has positive social consequences. Prosocial behavior examined is the activity of entrepreneurs to stimulate how children are able to be polite and good manners in the surrounding environment. This research uses quantitative approach using experimental method with pre-eksperimentaldesigne one-group pre-test post-test. The subject of this study is a group of children B in TK QurrotaA’yunMarenganSumenep as many as 25 children. Techniques of collecting data through participant observation and documentation in the form of photos of ectivities and plans of daily learning.Data processing using wilcoxon analysis. Result of analysis obtained value Thitung is 0 and value Ttabel is 89 then 0 <89 and Habe accepted. Based on the data analysis shows there is a significant influence between the influence of entrepreneur activity on child prosocial behaviorin group B. Keywords: Prosocial behavior, activity of entrepreneur, Children of 5-6 years."
Ilmu Pendidikan,30,Pgpaud,Strategi Pembelajaran Langsung Dalam Pembentukan Karakter Tanggung Jawab Anak Usia 5-6 Tahun Di TK Dharma Wanita I Tanjung Jati Kamal,Margaretha Febryna,"Muhammad Busyro Karim, S. Ag., M. Si","Siti Fadjryana Fitroh S. Psi., M. A.","Berdasarkan tujuan penelitian ini yaitu untuk mengetahui langkah-langkah strategi pembelajaran langsung, mengetahui kelebihan dan kekurangan strategi pembelajaran langsung, dan untuk mengetahui strategi pembelajaran langsung dalam pembentukan karakter tanggung jawab anak usia dini. Subjek dalam penelitian ini yaitu guru. Metode penelitian ini penelitian kualitatif studi kasus yang menggali informasi secara mendalam dan terperinci dengan melakukan observasi dan wawancara. Analisis data yang digunakan dalam penelitian ini adalah dengan mereduksi data, menjadikan data dan melakukan penarikan kesimpulan. Hasil analisis data strategi pembelajaran langsung di Taman Kanak-kanak Dharma Wanita I Kamal yang guru terapkan memiliki langkah-langkah, kelebihan kekurangan dan dapat membentuk karakter tanggung jawab anak usia 5-6 tahun. Guru berperan aktif, menyampaikan latarbelakang pembelajaran, mendemonstrasikan pengetahuan dan keterampilan serta memberikan umpan balik . Kelebihan pembelajaran langsung yaitu guru menguasai materi pembelajaran, ruang kelas yang digunakan kecil, efektif untuk mengajarkan konsep dan keterampilan kepada anak berprestasi rendah, menggunakan metode ceramah.. Kekurangan strategi pembelajaran langsung yang ada di Taman Kanak-kanak Dharma Wanita I Kamal yaitu cara komunikasi guru yang kurang maksimal, anak didik kehilangan fokus belajarnya pada menit 15-20. Pada strategi pembelajaran langsung dalam pembentukan karakter tanggung jawab anak usia 5-6 tahun yang guru terapkan aspek yang dominan yaitu guru memulai sejak anak masih dini,guru memberikan kepercayaan kepada anak didiknya, ketahui ketika anak berperilaku bertanggung jawab berikan motivasi dan pujian, guru mendiskusikan tanggung jawab sebagai suatu nilai dengan menggunakan media buku cerita bergambar dan media boneka tangan dan diterapkan dihari selanjutnya. Kata kunci: Strategi Pembelajaran langsung, Karakter Tanggung Jawab Anak Usia Dini","Based on the purpose of analysis which is to know the strategies of direct-learning, to know the ability and the weakness of direct-learning strategies, and to know direct-learning strategies in building children characters. The subject of this analysis is teachers themselves. The method of the analysis is qualitative study in which to dig up information deeply and clearly with did observation and interview. The data analysis which is used in this analysis is data reduction, identifying and making conclusion. The result of direct-learning strategies in Dharma Wanita Playgroup 1 Kamal which teachers applied have some steps, the ability and the weakness and also it is able to build children responsibility character in 5-6 years old. Teachers have active roles, in delivering the background of learning process, demonstrating knowledge and skills, also giving feedback. The ablity of direct-learning is teachers be comprehend the lesson, classroom that used is small, it is effective to teach concept and skills to children which have less prestige, using teach-method. The weakness of direct-learning strategies in Dharma Wanita Playgroup 1 Kamal is the way of communication that teacher used is less. Children lost their focus on the minute 15-20. Direct-learning strategies in building children responsibility character in 5-6 years old which teachers applied is the dominant aspect at the start. Teachers were giving believeness to the children, knowing responsibility behavior, giving complement and motivation. Teachers discussed responsibility which used drawing-story and hand-doll then its applied to in the next day. Keywords: Direct-learning strategies, responsibility charachter of children."
