id,penulis,judul,abstrak id,abstrak en,pembimbing_pertama,pembimbing_kedua,prodi
130631100072,Cholilah,Pengembangan Media Pembelajaran Sistem Bilangan menggunakan Augmented Reality Berbasis Android untuk SMK ,"Pada Mata Pelajaran Sistem Komputer, siswa harus memahami materi Sistem Bilangan. Materi tersebut merupakan kompetensi wajib yang harus dimiliki oleh Jurusan Teknik Komputer dan Jaringan maupun Rekayasa Perangkat Lunak. Saat ini hampir semua kalangan menggunakan smartphone android sebagai alat komunikasi dan transfer informasi. Bahkan peserta didik pada tingkat SMK (Sekolah Menengah Kejuruan) ataupun sederajat sudah memiliki smartphone android, tetapi siswa kurang memanfaatkan dengan baik adanya smartphone android tersebut. Siswa sering menggunakan smartphone android di dalam kelas. Maka dari itu lebih baiknya terdapat media pembelajaran yang digunakan dengan memanfaatkan smartphone android. Penelitian ini menciptakan media pembelajaran menggunakan Augmented Reality berbasis android pada materi Sistem Bilangan dengan menggunakan single marker. Penelitian ini menggunakan model Kemp and Dayton dengan lima langkah perencanaan dan produksi media pembelajaran, yaitu: (1) preliminary planning, (2) the kinds of media, (3) designing the media, (4) producing the media, (5) using and evaluating media. Penelitian berdasarkan uji coba para ahli, yaitu saat validasi produk pada ahli materi, nilai rata-rata prosentase menghasilkan 81,42% dengan kualifikasi “Tinggi”, hal ini membuktikan bahwa isi materi pada media Sisbil AR sesuai dengan tujuan pembelajaran dan hasil penelitian saat validasi produk pada ahli media, nilai rata-rata prosentase menghasilkan 98,33% dengan kualifikasi “Sangat Tinggi”, hal ini membuktikan bahwa media Sisbil AR dapat membantu dalam pembelajaran. Sedangkan uji coba produk pada siswa atau perorangan, nilai rata-rata prosentase menghasilkan 91,99% dengan kualifikasi “Sangat Tinggi”, uji coba produk pada siswa kelompok kecil, nilai rata-rata prosentase menghasilkan 90,23% dengan kualifikasi “Sangat Tinggi” dan uji coba produk pada siswa kelompok besar, nilai rata-rata prosentase menghasilkan 91,8% dengan kualifikasi “Sangat Tinggi”, hal ini membuktikan bahwa media Sisbil AR dapat meningkatkan daya tarik dan pemahaman siswa. Berdasarkan hasil penelitian pengembang menyarankan bahwa: (1) guru dapat menciptakan media pembelajaran dengan menggunakan Augmented Reality berbasis android pada materi lainnya, (2) siswa sebaiknya memahami dengan benar cara konversi bilangan agar siswa dapat menyelesaikan latihan soal dengan benar, dan (3) untuk pengembang selanjutnya agar dapat menciptakan Augmented Reality dengan menggunakan multiple marker.
Kata-kata Kunci: Media Pembelajaran, Augmented Reality, Sisbil AR, Marker.","In Computer Systems Subjects, students must comprehend the material of Numbers System. It is a compulsory competence that must be owned by either the Department of Computer Engineering and Networking or Software Engineering. At this time, almost all of people use smartphone android as a communication tools and information transfer. Moreover, the students in Vocational High School and the other equivalent students have smartphone android, but they can not use it well. They often use a smartphone android in the classroom. Therefore, it is better if there is a learning media that is used by utilizing smartphone android. This research creates a learning media that uses Augmented Reality that is based on android in the Numbers System by using single marker. This research uses kemp and dayton model. There are five steps of the planning and the production of learning media, that are: (1) preliminary planning, (2) the kinds of media, (3) designing the media, (4) producing the media, (5) using and evaluating media. The research is based on the experts trials, where the product validation of the experts have average percentage score that produce 81,42% by “High” qualification. It proved that the content of the material in the media Sisbil AR is appropriate with the aim of learning and the result of the research that have 98,33% average percentage score by “Very High” qualification. It proved that Sisbil AR media can help in learning. While the average percentage score of student’s or personal’s product trial produces 91,99% by the “very high”qualification, the trials of small group reach 90,23% by the “Very High” qualification and the trials of large group reach 91,8% by the “Very High” qualification. It proved that Sisbil AR media can improve the attractiveness of students and the comprehension of students. According to the results of research, the writer advices that: (1) the teachers can create a learning media by using Augmented Reality that is based on android to the other materials, (2) the students should comprehend well the way of numeral conversion, so that they can finish the exercises clearly, and (3) for the next development, students can create Augmented Reality by using multiple markers.
Keywords: Learning Media, Augmented Reality, Sisbil AR Media, Marker.","Arik Kurniawati, S.kom., MT.","Wanda Ramansyah, S.Pd., M.Pd",Pendidikan Informatika
130631100020,TAUFIKUR RAHMAN,PENGARUH MEDIA PEMBELAJARAN E-LEARNING BERBASIS MOODLE TERHADAP HASIL BELAJAR SISWA PADA MATERI JAVASCRIPT KELAS X TKJ SMK NEGERI 1 LABANG,"Penelitian ini bertujuan untuk mengetahui pengaruh media pembelajaran e-learning
berbasis moodle terhadap hasil belajar siswa pada materi javascript. Penelitian yang 
dilaksanakan pada bulan April 2017 ini menggunakan metode  quasi experiment
dengan desain  pretest dan  posttest. Pengambilan data sampel dilakukan 
mengggunakan teknik purposive sampling. Sampel penelitian ini berjumlah 37 siswa 
untuk kelas eksperimen dan 37 siswa untuk kelas kontrol. Pengambilan data 
menggunakan instrumen tes berupa pilihan ganda, analisis data menggunakan uji-t. 
Hasil penelitian yang diperoleh yaitu  = 4,125 >  = 2,021 dengan 
yang berarti Ho ditolak dan Ha diterima, artinya terdapat pengaruh media 
pembelajaran e-learning berbasis moodle  terhadap hasil belajar siswa pada materi 
javascript kelas X TKJ di SMK Negeri 1 Labang. Rata-rata hasil akhir belajar siswa 
mengalami peningkatan yaitu pretest kelas eksperimen 32.9 dan posttest kelas 
eksperimen 81, sedangkam pretest kelas kontrol yaitu 31,7 dan posttest kelas kontrol 
yaitu  73,5. Untuk uji kelayakan diperoleh hasil rata-rata yaitu 82.5  dengan 
kesimpulan media e-learning berbasis moodle layak digunakan sebagai penelitian. 
Sedangkan untuk angket respon siswa terhadap  e-learning memperoleh respon 
sangat baik dengan nilai rata-rata 88.75.","This study aims to determine the effect of learning media based on moodle e-learning 
on student learning outcomes on javascript material. Research conducted in April 
2017 is using quasi experiment method with pretest and posttest design. Sampling 
data was taken using purposive sampling technique. The sample of this study were 
37 students for the experimental class and 37 students for the control class. Data 
collection using multiple Choice test instrument, data analysis using t test. The result 
of this research is t 4.125 t-tabel 2.021 with a count of 5% which means Ho is rejected 
and Ha accepted, it means there is influence of learning media based on moodle e-
learning on student learning result in javascript material class X TKJ in SMK Negeri 
1 Labang.The average of the students final learning outcomes has been improved, 
pretest experimental class 32.9 and posttest experimental class 81. Pretest control 
class 31,7 so that the control class posttest 73,5 for feasibility test obtained the 
average result is 82.5 with the conclusion of moodle-based-learning media is feasible 
to be used as research. As for the questionnaire of student responses to e-learning 
obtained a very good response with an average value of 88.75.","MEDIKA RISNASARI, S.ST.,M.T.","MUCHAMAD ARIF, S.PD.,M.PD.",Pendidikan Informatika
130631100008,Yuliana Wardani,PROFIL BERPIKIR KRITIS SISWA KELAS X TKJ DITINJAU DARI KEMAMPUAN AWAL SISWA MATERI STRUKTUR KONTROL PERCABANGAN DI SMKN 3 BANGKALAN,"Abstrak
Penelitian ini bertujuan untuk mengetahui profil berpikir kritis siswa kelas X TKJ ditinjau dari kemampuan awal siswa materi struktur kontrol percabangan di SMKN 3 Bangkalan. Penelitian ini menggunakan jenis penelitian deskriptif kualitatif. Penelitian menemukan bahwa : (1) siswa kemampuan awal tinggi dapat memahami maksud soal yang diberikan dengan baik, dapat membuat alasan yang relevan maupun kesimpulan yang beralasan, menggunakan semua informasi yang dimiliki dan dapat menjelaskan istilah yang dituliskan, serta melakukan overview setelah selesai mengerjakan; (2) siswa dengan kemampuan awal sedang kurang  dapat memahami maksud soal yang diberikan, sehingga dalam memberikan alasan juga tidak relevan, belum dapat membuat kesimpulan dan kurang dapat menggunakan informasi maupun menjelaskan istilah yang telah dituliskan dengan baik, serta tidak melakukan overview. 3) siswa dengan kemampuan awal rendah masih belum dapat memahami soal yang diberikan sehingga tidak memberikan alasan dan kesimpulan. Tidak menggunakan semua informasi, tidak menjelaskan istilah yang dituliskan dan tidak melakukan overview.

Kata-kata Kunci :  berpikir kritis, kemampuan awal, struktur kontrol percabangan","Abstract
This research aims to know the profile of critical thinking the students of class X TKJ based on the early skill of the students of the branching control structure at SMKN 3 Bangkalan. This research uses qualitative descriptive research. The researcher finds that : (1) the students of early high skill can understand the meaning of the questions which are given well, make the relevant reason as well as be reasoned conclusion use all the informations which are had and can explain the terms which are written, also do the overview after finish it; (2) the students with early skill is still less good in understanding the meaning of the question hich is given, so when they give the reason also not relevant, they can not make the conclusion and also use the information as well as explain the terms which have written well yet,  and also not do the overview. 3) the students with early low skill still can not understand the question which is given yet so they can not give the reason and conclusion. Not use all the informations, not explain the terms which are written and not do the overview.

Key words : critical thinking, the early skill, the branching control structure","Puji Rahayu Ningsih,S.Pd.,M.Pd","Sigit Dwi Saputo, S.Pd.,M.Pd",Pendidikan Informatika
130631100123,Deny Prasetyo,PENGEMBANGAN GAME EDUKASI 3D STRUKTUR ALGORITMA PEMROGRAMAN MENGGUNAKAN UNITY BERBASIS ANDROID SEBAGAI MEDIA PEMBELAJARAN PEMROGRAMAN DASAR DI SMK BAHRUL ULUM SURABAYA,"Mata pelajaran pemrograman dasar merupakan salah satu mata pelajaran yang ada pada Jurusan Rekayasa Perangkat Lunak. Dalam Mata pelajaran pemrograman dasar terdapat materi struktur algoritma pemrograman. Akan tetapi berdasarkan observasi yang telah dilakukan terdapat beberapa masalah yaitu (1) masih kurang dan terbatasnya media yang digunakan guru dalam penerapan materi struktur algoritma pemrograman, sehingga siswa kurang termotivasi untuk belajar algoritma pemrograman, (2) selain itu siswa kurang tertarik untuk belajar algoritma pemrograman dikarenakan dalam penyampaian materi guru selalu menggunakan metode ceramah  pada saat mengajar, dan (3) siswa tidak bisa mengembangkan lebih lanjut materi yang disampaikan oleh guru di kelas dikarenakan kurangnya media komputer atau laptop yang dimiliki oleh siswa. Berdasarkan masalah tersebut peneliti menawarkan sebuah solusi yaitu dengan membuat sebuah media pembelajaran berbentuk rancang blok. Penelitian ini bertujuan untuk mengetahui kualitas dan respon siswa terhadap game edukasi struktur algoritma pemrograman menggunakan unity berbasis android sebagai media pembelajaran pemrograman dasar di SMK Bahrul Ulum Surabaya. Penelitian ini menggunakan metode penelitian dan pengembangan dengan menggunakan model pengembangan ADDIE, dimana langkah-langkah dalam pengembangan ini harus melalui 5 tahapan, yaitu menentukan analisa (analyze), perancangan desain (design), pengembangan (development), implementasi (inplementation), dan evaluasi (evaluation).  Hasil penelitian menunjukkan bahwa : (1) Rata-rata yang didapatkan dari seluruh uji adalah 88% dan termasuk di kualifikasi “tinggi tidak perlu revisi”.","Basic subjects that exist in the Department of Software Engineering. Course programming. Based on the observations that have been done there are several things, namely (1) the lack of and limited media used by teachers in the application of algorithmic structure materials, so that students are less motivated to learn algorithm programming, (2) besides the students are less interested to learn algorithm programming team In the process of delivering the material the teacher always uses the lecture method at the time of teaching, and (3) the student can not further develop the material submitted by the teacher in the class causing the lack of computer media or laptop owned by the student. Based on the problem the researchers offer a solution by creating a learning medium. The purpose of this study was to know the quality and respond toward 3D education game algorithm structure programming by using unity android basis as learning process media of basic programming for student in SMK Bahrul Ulum Surabaya.  This study used research and developing method. Research model used ADDIE model with its five steps as follow: (1) Analyze, (2) Design, (3) Development, (4) Impementation, (5) Evaluation. The results of research showed that : (1) The average obtained from all tests was 80% and included in the “high qualification does not need revision”","Arik Kurniawati, S. Kom., M. T.","Sigit Dwi Saputro, S.Pd., M. Pd.",Pendidikan Informatika
130631100057,ACH AYYUBI GUSTIAWAN,PENGEMBANGAN SISTEM PENCARIAN INFORMASI BUKU BERBASIS WEB MENGGUNAKAN MOVING CONTRACTING WINDOW PATTERN ALGORITHM,"Perpustakaan merupakan tempat untuk mencari sumber pustaka yang akurat sesuai dengan yang diinginkan oleh pengguna. Perpustakaan yang berfungsi sebagai penyedia sumber pustaka tentu harus memiliki sistem pelayanan yang memudahkan penggunanya menemukan sumber pustaka tersebut. Pelayanan tersebut berhubungan dengan pekembangan teknologi informasi yang sangat pesat sehingga pengguna perpustakaan semakin sadar akan informasi. Hal tersebut mengakibatkan tuntutan yang semakin tinggi atas mutu layanan dari perpustakaan.
Tujuan penelitian ini adalah mengembangkan sistem pencarian informasi buku berbasis web menggunakan moving contracting window pattern algorithm (MCWPA) untuk pelayanan informasi koleksi buku yang ada di perpustakaan SMKN 3 Bangkalan.
Penelitian ini menggunakan metode pengembangan dengan model ADDIE dengan lima tahapan yaitu : (1) Analyze (Analisis), (2) Design (Desain), (3) Development (Pengembangan), (4) Implementation (Implementasi), (5) Evaluation (Evaluasi).
Peneliti menemukan bahwa : (1) akses admin bekerja dengan baik dan sesuai dengan output yang diharapkan, (2) algoritma MCWPA pada menu pencarian menunjukkan performa yang baik dan menampilkan hasil pencarian yang akurat, (3) sistem pencarian informasi buku berbasis web menggunakan MCWPA layak secara operasional untuk digunakan oleh siswa SMKN 3 Bangkalan.","A library is a place to find the source of accurate reference in accordance with the
desired by the user. A library that serves as a source reference provider must have
a service system that allows users to find the source of the library. The service is
associated with the development of information technology is very rapid, so that
library users are more aware of the information. This resulted in an increasingly
high demand for the quality of service from the library.
This research aimed to design and develop information retrieval system using
Moving Contracting Window Pattern Algortihm (MCWPA) for information
service collection of books in the library of SMKN 3 Bangkalan.
This research adopted five steps of ADDIE model including : (1) Analyze, (2)
Design, (3) Development, (4) Implementation, (5) Evaluation.
Analysis of information retrieval system using Moving Contracting Window
Pattern Algorithm (MCWPA) shows that : (1) admin access is works and matches
with the expected output, (2) MCWPA algorithm in the search menu is works and
displays accurate search result, (3) The web based information retrieval system
using Moving Contracting Window Pattern Algorithm (MCWPA) feasible for use
by students of SMKN 3 Bangkalan.","WANDA RAMANSYAH, S.Pd.,M.Pd.","MEDIKA RISNASARI, S.ST.,M.T.",Pendidikan Informatika
130631100017,MAT SALIM,PENGEMBANGAN MEDIA PEMBELAJARAN TRAINER KOMPUTER DALAM MATA PELAJARAN PRODUKTIF MATERI PERAKITAN  KOMPUTER DI SMKN 1 SEPULU,"Abstra Tujuan penelitian ini adalah untuk menghasilkan suatu pengembangan media pembelajaran Trainer Komputer pada mata pelajaran produktif materi perakitan komputer kelas sepulu teknik komputer jaringan (TKJ), mengetahui desain, realisasi, unjuk kerja dan tingkat kelayakan media pembelajaran Trainer Komputer dalam teori perakitan komputer. Penelitian ini merupakan penelitian pengembangan yang berpedoman pada model pengembangan four D models (4D Model). Penelitian pengembangan ini melalui 4 tahapan yang terdiri dari definisi, desain, pengembangan dan penyebaran. Kelayakan dari media trainer komputer ini tergantung pada uji coba masing-masing ahli dan siswa. media pembelajaran ini diuji oleh dua orang ahli yaitu satu ahli media dan satu ahli materi atau ahli isi. Uji coba siswa kelas sepulu teknik komputer jaringan (TKJ) berjumlah 3 uji coba perseorangan 11 uji coba kelompok kecil dan 20 uji coba kelompok besar metode untuk pengumpulan data menggunakan angket. Hasil analisis menunjukkan bahwa kualitas media yang dihasilkan adalah sebaiberikut: dari uji kelayakan media pembelajaran menurut ahli memperoleh persentase total 100%, sedangkan menurut ahli materi memperoleh pesentase 100%, dan hasil ujicoba perseorangan memperoleh 87,33%, dan dan hasil ujicoba kelompok kecil memperoleh 87,45%, dan hasil ujicoba kelompok besar memperoleh 88,3%, dengan demikian dapat disimpulkan bahwa media pembelajaran trainer komputer dapat digunakan untuk meningkatkan kualitas pembelajaran.","In this study the students have a ademand to know the computer equipment and the functions of it, for stock on the next grade based on that statement, to make the studentseasier to study computer trainer learning was mode. Purpose of this reaserch is to get result of a development of learning media to computer trainer in a productive lesson of computer assembling subject for class x in networking computer technic (TKJ), to know design, realization, shown work and degree of suitable for learning media for computer trainer in computer assembling theory. This research is development research that compassed to development style for four D models (4 D model). The development research is by 4 steps namely definition, design, development and distribution. Advisability of computer trainer media is depend on try out from each experts and student. This learning media is tested by two experts, that is one media expert and material expert or content expert. Try out for student class X in computer assembling technic is 3 groups. 3 Try out for individual, 11 try out for small group and 20 try out for big group and the method for collect data is questionnaire method. The result of analysis shown that quality of media as follow: from try out about advisability learning media according to expert get total score 100 percent, and according to material expert get result score 100 percent  and from individual is 87,33 % and result of try out in small group is 87,45% and result from big group is 88,3%, so that the conclusion is that learning media of computer trainer can use to enhance quality of learning","Koko Joni, S.T., M.Emg","Puji Rahayu Ningsih, S.Pd., M.Pd",Pendidikan Informatika
130631100074,Muhammad Trio Maulana Putra,Pengembangan Game Educative Berbasis Android Untuk pada Mata Pelajaran Matematika Materi Bangun Ruang Untuk Siswa Sekolah Dasar,"Mata pelajaran matematika dengan materi bangun ruang pada kelas 5 merupakan mata pelajaran yang mengajarkan kepada siswa tentang jaring-jaring dan sifat-sifat bangun ruang. Selama ini dalam mengajarkan materi terkait bangun ruang guru hanya menggunakan media buku. Media buku dirasa kurang maksimal karena hanya menyajikan materi dalam bentuk teks dan gambar saja sehingga siswa mudah merasa jenuh, oleh karena itu diperlukan inovasi baru terkait media pembelajaran. Media pembelajaran game educative berbasis android merupakan salah satu solusi untuk dapat membuat pembelajaran matematika lebih menarik. Game Educative merupakan sebuah media pembelajaran yang memanfaatkan perkembangan teknologi atau MPI (Multimedia Pembelajaran Interaktif).
Penelitian ini bertujuan untuk mengembangkan game educative berbasis android  pada mata pelajaran matematika materi bangun ruang untuk siswa sekolah dasar. Pengembangan game educative bertujuan untuk mempermudah siswa belajar secara mandiri kapanpun dan dimanapun melalui perangkat android.
Penelitian ini menggunakan metode penelitian dan pengembangan dengan model pengembangan 4D dengan empat tahap yaitu: Difine (pendefinisian), Design (desain), Development (pengembangan), dan Dissemination (penyebarluasan). 
Berdasarkan hasil penelitian peneliti menemukan bahwa: (1) siswa lebih senang belajar menggunakan game educative berbasis android karena dapat bermain sambil belajar, (2) game educative berbasis android dapat menambah minat belajar siswa, (3) game educative berbasis android layak untuk digunakan sebagai bahan ajar.","The mathematic subject of geometry, taught to the fifth grade of elementary students, educates them about nets and characteristics of geometry. During this day, the teacher still teaches it by using textbooks as the one only of media used in the teaching and learning process. Textbooks was bored as the students only faced texts and images. therefore, a new media inovation should be established. Educative game, android based mobile application, is greater solution to make mathematics learning situations be more attractive. Educative game is the learning media that utilizes the development of technology or ILM (Interactive Learning Multimedia).
This research was used to develop educative game through android based mobile application on the mathematic subject of geometry for elementary students. The objective of this study is used to facilitate the students’ easy self-access learning whenever and wherever they are through android based mobile application.
The research methodology used followed the steps of the development method of 4D model (define; design; development; and dissemination). Based on the results of research, the researcher found that 1) the students excited in their learning behavior by using android based mobile application ‘educative game’, because they can learn by playing, 2) Android based mobile application ‘educative game’ increased the students’ learning motivation, and 3) Android based mobile application ‘educative game’ is appropriately used for learning media.","Ariesta Kartika Sari, S.Si., M.Pd.","Medika Risnasari, S.ST., M.T.",Pendidikan Informatika
130631100015,ALI MAKKI,PENGEMBANGAN MEDIA PEMBELAJARAN E-LEARNING BERBASIS WEB UNTUK SISWA KELAS X TEKNIK KOMPUTER DAN JARINGAN ,"Pengembangan media pembelajaran “e-learning Berbasis web” dilatar belakangi oleh keterbatasan fasilitas seperti jaringan internet yang memiliki kecepatan yang yangrendah tidak memungkinkan untuk semua siswa menggunakan edmodo secara bersamaan dikarenakan kecepatan internet menurun mengakibatkan waktu pembelajaran terbuang. Oleh karena itu, diperlukan sebuah inovasi dalam mengembangkan sebuah media pembelajaran. Pengembangan ini bertujuan untuk mengembangkan media pembelajaran “e-learning Berbasis web” pada siswa kelas x teknik komputer dan jaringan pada mata pelajaran pemrograman web. Metode dalam pengembangan ini berupa metode pengembangan yang digunakan untuk mengembangkan dan menguji kelayakan dari produk atau media tersebut. Prosedur pengembangan mengikuti prosedur dari ADDIE yang diadaptasi oleh Mulyatiningsih.Tahapan tersebut berupa identifikasi masalah, analisis, desain, pengembangan, implementasi, evaluasi. Instrumen dalam pengembangan ini menggunakan angket. Teknik analisis data yang digunakan adalah teknik statistik deskriptif dan kuantitatif. Hasil penelitian pengembangan dari penilaian validasi ahli media pembelajaran sebesar 82,6%, penilaian validasi ahli materi sebesar 80%, penilaian uji coba perorangan 92%, penilaian uji coba kelompok kecil 83%, penilaian uji coba kelompok kecil 81,4%, Hasil tersebut menunjukkan bahwa media pembelajaran “e-learning Berbasis web”  sangat layak digunakan sebagai media pembelajaran pemrograman web.","ABSTRACT

Keywords: development, learning media ""e-learning Web-based"", web programming.

 The development of learning media ""e-learning Web-based"" based on the lack of a medium in web programming lessons. Therefore, it takes an innovation in developing a learning media. This development aims to develop a ""web-based e-learning"" learning media on students of class x computer and networking techniques on web programming subjects. The method in this development is a development method used to develop and test the feasibility of that’s product or media. The development procedure follows the procedure of ADDIE is adapted by Mulyatiningsih. The stages are identification of problems, analysis, design, development, implementation, evaluation. Instruments in this development use a questionnaire. Data analysis technique used is descriptive and quantitative statistic technique. The results of the development of the validation of expert media valuation of 82.6%, expert material validation of 80%, 92% indivi2l assessment, 83% small group experiments, small group test assessment 81.4. the result show that learning media ""Web-based e-learning"" is very reasonible to be used as a medium of web programming learning.","ARIK K.,S.Kom., M.T","PUJI RAHAYU N.,S.Pd.,M.Pd",Pendidikan Informatika
130631100025,Nawawi,Pengaruh penerapan Sublime Text 3 terhadap minat belajar siswa pada mata pelajaran pemrograman web bahasan Style halaman web kelas X TJK di SMK Al – hikam,"Penelitian ini bertujuan untuk mengetahui pengaruh media pembelajaran teks editor Sublime text 3 terhadap minat belajar siswa pada mata pelajaran pemrograman web bahasan Style Halaman Web, penelitian ini dilaksanakan pada bulan mei 2017. Penelitian ini menggunakan metode True Experimental Design dengan jenis pretest-postest control group Design. Teknik sampel yang digunakan yaitu random sampling. Sampel pada pada penelitian ini berjumlah 30 siswa pada kelas ekperimen dan 30 siswa pada kelas kontrol. Pengambilan data menggunakan intrumen angket (kuisioner) yang terdiri dari pernyataan favorable dan unfavorable, analisis data menggunakan uji t signifikasi. Hasil penelitian ini diperoleh yaitu t_hitung= 6,81 > t_tabel=2,04 yang berarti Ho ditolak dan Ha diterima, artinya dapat disimpulkan bahwa  terdapat pengaruh penerapan Sublime Text 3 terhadap minat belajar siswa pada mata pelajaran pemrograman web bahasan style halaman web di SMK Al – Hikam. Rata-rata hasil akhir posttest ekasperimen  minat siswa mengalami peningkatan yaitu posttest kelas kontrol 40,3 dan posttest kelas kontrol 75,5. Nilai rata-rata aktivitas siswa kelas kontrol memperoleh 60 denga kategori cukup baik dan nilai rata-rata kelas eksperimen memperoleh 70 dengan kategori baik sedangkan nilai rata-rata aktivitas guru kelas kontrol dan kelas ekperimen   memperoleh  96 dengan ketegori sangat baik
Berdasarkan hasil penelitian maka dapat disimpulkan bahwa penggunaan teks editor Sublime Teks 3 dapat mempengaruhi minat belajar siswa pada mata pelajaran pemrograman web.","The aims of this research are for know the effect of learning media text editor the Sublime Text 3 to the student interest in the web programming subject of discussion web pages style, this research was conducted in May 2017. this research uses True Experimental Design Method with the pretest-postest control group Design. Engineering samples are used a random samplig. Samples in this research were 30 students in the experimental class and 30 students in the control class. Retrieving data using questionnaire instrument, which consist of statements favorable and unfavorable, data analysis using t significance. These research results obtained by t_count=  6.81 > t_table= 2.04, which means that Ho refused and Ha accepted, meaning that it can be concluded there are significance that the application of Sublime Text 3 against student interest in the subject of discussion sweb programming tyle web page at SMK Al - Hikam. The average results of the final student interest has risen posttest control group 40.3 and posttest control group75.5, The average grade of control class students' activity earned 60 with good category and the average grade of the experimental class was 70 with good category while the average grade of teacher control and experimental classroom activity was 96 with very good category
Based on the results it can be concluded that the use of a text editor Sublime Text 3 can affect student interest in the subject of web programming.","Muchamad Arif, M. Pd ","Sigit Dwi Saputro, M. Pd",Pendidikan Informatika
130631100103,Abdur Rouf Al Habso,PENGEMBANGAN MEDIA PEMBELAJARAN PERAKITAN KOMPUTER BERBASIS AUGMENTED REALITY,"Munculnya penelitian ini dilatar belakangi oleh kekurangan penggunaan media dalam kegiatan pembelajaran yang dilakukan guru di SMKN 3 Bangkalan. Dalam kegiatan belajar mengajar guru masih menggunakan metode konvensional, yakni ceramah. Penggunaan metode tersebut dinilai kurang menarik minat siswa dalam belajar. Maka untuk meningkatkan mutu dan kualitas yang baik secara akademik maupun non akademik di sekolah diperlukan inovasi pembelajaran agar siswa mendapatkan pengalaman belajar lebih luas dan kegiatan pembelajaran berjalan lebih efektif. Penelitian ini bertujuan untuk membuat atau mengembangkan Media pembelajaran perakitan komputer Berbasis Augmented Reality pada materi Perakitan Komputer kelas X jurusan TKJ di SMKN 3 Bangkalan yang nantinya akan mempermudah siswa dalam memahami atau mempraktikkan simulasi perakitan komputer yang baik dan benar. Penelitian ini menggunakan metode penelitian pengembangan. Peneliti mengembangkan produk Media pembelajaran perakitan komputer Berbasis Augmented Reality dengan menggunakan langkah-langkah dari teori Kemp & Dayton. Pengembangan Media pembelajaran perakitan komputer Berbasis Augmented Reality, langkah pertama dalam melakukan penelitian ini adalah dengan melakukan validasi ahli, validasi isi atau materi, uji coba perseorangan, uji coba kelompok kecil dan uji coba kelompok besar terhadap siswa. Hal tersebut diperoleh melalui hasil angket. Hasil validasi ahli media yaitu 80%, ahli isi atau materi 91,7%, uji perseorangan 91,3%, uji kelompok kecil 90,4 %, dan uji kelompok besar 95,1%. Hasil tersebut merupakan hasil akhir setelah melalui berbagai revisi. Setelah dikonversikan pada tabel ketercapaian, hasilnya mencapai ketercapaian kualitas tertinggi rentang 90%-100% dengan hasil sangat valid dan pengembangan Media pembelajaran perakitan komputer Berbasis Augmented Reality tidak perlu revisi.","The appearance of this research is backgrounded by the less of media usage in learning activities that is conducted by teachers in SMKN 3 Bangkalan. In teaching-learning activities, teachers still use conventional methods called speech. The using of this methods is not enough to make the students interesting. So, to improve the quality between academic and non academic in the school is required learning innovation so that students get a learning experience and learning activities more effective. This study aims to develop Learning Media of Computer Assembling Based On Augmented Reality on the subjects of Computer Assembling  X class of TKJ department in SMKN 3 Bangkalan that will ease students to understand or to practice computer assembling simulations well. This study uses development research method. The researcher develops product Learning Media of Computer Assembling Based On Augmented Reality by using the steps of Kemp & Dayton theory. Development of Learning Media of Computer Assembling Based On Augmented Reality, the first step in this research is by performing expert validation, content or subject validation, individual test, small group tests and large group tests of students. This thing is obtained through questionnaire results. The results of media expert validation are 80%, content or subject 91.7%, 91.3% individual test, 90.4% small group test, and large group test 95.1%. These results are the final result after through many revisions. After converting  to the table, the results achieve the highest quality in  range 90% -100% that is very valid values and development of Learning Media of Computer Assembling Based On Augmented Reality does not need revision.","Koko Joni, ST., M.Eng.","Wanda Ramansyah, S.Pd., M.Pd.",Pendidikan Informatika
